host,model,backend,device,cpu_watts_mean,cpu_watts_std,cpu_util_percent_mean,cpu_util_percent_std,cpu_temp_c_mean,cpu_temp_c_std,duration_sec,num_samples
edge-asus,fcn_resnet101,vaccel-remote-sol,cpu,35.713810,6.830455,12.773016,2.861801,59.857143,5.803275,62.013,63
edge-asus,fcn_resnet101,vaccel-remote-torch,cpu,44.222857,8.664466,17.639683,3.813782,62.746032,6.182331,62.011,63
edge-asus,fcn_resnet50,vaccel-remote-sol,cpu,26.396190,4.833722,10.579365,2.414057,56.603175,5.910818,62.011,63
edge-asus,fcn_resnet50,vaccel-remote-torch,cpu,34.584603,6.483958,14.898413,3.264892,61.682540,6.458231,62.010,63
edge-asus,mc3_18,vaccel-remote-ptc,cpu,34.804444,6.260365,16.857143,3.572501,54.968254,4.813896,62.008,63
edge-asus,mc3_18,vaccel-remote-sol,cpu,25.025238,5.562275,10.525397,2.880474,53.444444,3.481369,62.011,63
edge-asus,mc3_18,vaccel-remote-torch,cpu,40.152698,7.518025,16.676190,3.552898,64.412698,7.602495,62.011,63
edge-asus,r2plus1d_18,vaccel-remote-ptc,cpu,34.768413,6.040068,17.309524,3.574633,59.047619,4.831867,62.007,63
edge-asus,r2plus1d_18,vaccel-remote-sol,cpu,26.353651,4.490597,10.687302,2.259266,55.682540,4.349148,62.012,63
edge-asus,r2plus1d_18,vaccel-remote-torch,cpu,39.080794,9.529476,17.093651,4.790529,62.714286,5.627113,62.012,63
edge-asus,r3d_18,vaccel-remote-ptc,cpu,34.050952,7.545500,15.722222,4.160984,58.412698,5.470367,62.007,63
edge-asus,r3d_18,vaccel-remote-sol,cpu,26.070000,4.580190,10.631746,2.264202,54.095238,3.938875,62.012,63
edge-asus,r3d_18,vaccel-remote-torch,cpu,39.139841,7.382644,16.160317,3.502858,63.476190,6.623329,62.011,63
edge-asus,resnet50,vaccel-remote-ptc,cpu,21.827778,4.679862,12.495238,3.461142,47.873016,1.731978,62.008,63
edge-asus,resnet50,vaccel-remote-sol,cpu,20.250476,3.207424,10.522222,2.174560,49.253968,2.239389,62.011,63
edge-asus,resnet50,vaccel-remote-torch,cpu,20.767143,3.346777,10.490476,2.231358,51.761905,2.628985,62.012,63
edge-asus,swin3d_b,vaccel-remote-sol,cpu,25.656032,4.364646,10.722222,2.280591,54.714286,4.362279,62.011,63
edge-asus,swin3d_b,vaccel-remote-torch,cpu,43.618571,8.242464,17.680952,3.702974,62.444444,5.594152,62.011,63
edge-asus,swin3d_s,vaccel-remote-sol,cpu,24.770317,5.455027,10.255556,2.814744,54.000000,4.098006,62.012,63
edge-asus,swin3d_s,vaccel-remote-torch,cpu,35.789365,6.483737,15.231746,3.175493,57.682540,5.020040,62.011,63
edge-asus,swin3d_t,vaccel-remote-sol,cpu,25.897937,4.508635,10.560317,2.262288,51.730159,3.400310,62.011,63
edge-asus,swin_s,vaccel-remote-ptc,cpu,32.604444,5.723376,17.082540,3.584780,54.666667,3.147183,62.007,63
edge-asus,swin_s,vaccel-remote-sol,cpu,20.064603,3.141465,10.388889,2.146101,50.619048,2.553731,62.011,63
edge-asus,swin_s,vaccel-remote-torch,cpu,40.056349,9.637331,16.003175,4.336152,59.761905,3.719167,62.011,63
edge-asus,swin_t,vaccel-remote-ptc,cpu,26.072381,4.428824,14.171429,2.992977,51.190476,2.617749,62.006,63
edge-asus,swin_t,vaccel-remote-sol,cpu,19.521111,4.229831,10.134921,2.865402,49.793651,2.048296,62.012,63
edge-asus,swin_t,vaccel-remote-torch,cpu,24.530000,4.123722,11.146032,2.278528,53.555556,2.948111,62.011,63
edge-asus,swin_v2_b,vaccel-remote-sol,cpu,19.964286,3.989704,10.006349,2.622726,51.174603,2.222109,62.011,63
edge-asus,swin_v2_b,vaccel-remote-torch,cpu,54.193968,10.214687,21.017460,4.365905,68.873016,6.432783,62.011,63
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-cpu,1.859194,0.138078,26.027419,3.756979,63.548387,2.226508,61.019,62
robot,deeplabv3_resnet101,vaccel-remote-sol,cpu_target-gpu,2.133710,0.202064,32.596774,4.507770,63.016129,1.621349,61.012,62
robot,deeplabv3_resnet101,vaccel-remote-torch,cpu_target-cpu,1.945968,0.162247,25.662903,3.696303,65.693548,2.332026,61.021,62
robot,deeplabv3_resnet101,vaccel-remote-torch,cpu_target-gpu,2.492581,0.262217,46.270968,6.405829,66.661290,1.436209,61.023,62
robot,deeplabv3_resnet50,vaccel-remote-ptc,cpu_target-gpu,2.546129,0.280042,29.420968,3.968470,63.887097,4.028547,61.012,62
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-cpu,1.916452,0.198982,27.541935,5.473412,62.161290,1.334330,61.012,62
robot,deeplabv3_resnet50,vaccel-remote-sol,cpu_target-gpu,2.138065,0.221074,33.391935,4.680719,61.161290,1.806740,61.014,62
robot,deeplabv3_resnet50,vaccel-remote-torch,cpu_target-cpu,2.053065,0.180872,28.919355,3.946940,64.645161,1.901585,61.017,62
robot,deeplabv3_resnet50,vaccel-remote-torch,cpu_target-gpu,2.485806,0.235047,47.056452,6.514218,64.983871,1.800465,61.019,62
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-cpu,1.861290,0.146105,24.830645,3.391145,64.193548,1.614838,61.021,62
robot,fcn_resnet101,vaccel-remote-sol,cpu_target-gpu,2.157097,0.197463,32.725806,4.436685,62.516129,1.445147,61.011,62
robot,fcn_resnet101,vaccel-remote-torch,cpu_target-cpu,1.974032,0.182044,27.338710,4.046438,65.161290,1.598321,61.012,62
robot,fcn_resnet101,vaccel-remote-torch,cpu_target-gpu,2.429839,0.331538,44.883871,10.080966,66.806452,1.522294,61.017,62
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-cpu,1.955000,0.166431,27.120968,3.837554,62.967742,1.243924,61.015,62
robot,fcn_resnet50,vaccel-remote-sol,cpu_target-gpu,2.109516,0.276122,33.124194,7.344027,60.032258,1.480712,61.010,62
robot,fcn_resnet50,vaccel-remote-torch,cpu_target-cpu,2.117419,0.203770,30.435484,4.471815,65.096774,2.153090,61.011,62
robot,fcn_resnet50,vaccel-remote-torch,cpu_target-gpu,2.484032,0.232930,46.454839,6.565297,67.241935,1.837648,61.027,62
robot,mc3_18,vaccel-remote-ptc,cpu_target-cpu,3.966935,0.539374,36.848387,5.397991,70.274194,6.912283,61.027,62
robot,mc3_18,vaccel-remote-ptc,cpu_target-gpu,5.724194,0.770030,68.411290,10.307296,73.290323,5.237542,61.035,62
robot,mc3_18,vaccel-remote-sol,cpu_target-cpu,4.360968,0.793646,47.041935,10.221728,73.354839,6.198587,61.016,62
robot,mc3_18,vaccel-remote-sol,cpu_target-gpu,5.565645,0.723646,67.245161,9.506105,74.951613,4.900386,61.029,62
robot,mc3_18,vaccel-remote-torch,cpu_target-cpu,4.504677,0.629208,41.982258,6.223123,71.596774,5.726170,61.014,62
robot,mc3_18,vaccel-remote-torch,cpu_target-gpu,5.736935,0.739070,68.466129,9.736280,75.790323,5.230608,61.025,62
robot,r2plus1d_18,vaccel-remote-ptc,cpu_target-cpu,3.634194,0.488201,33.093548,5.096041,67.467742,4.416676,61.023,62
robot,r2plus1d_18,vaccel-remote-ptc,cpu_target-gpu,5.623710,0.753252,67.651613,10.093207,74.225806,4.840752,61.026,62
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-cpu,4.429032,0.597291,49.514516,7.468662,72.016129,4.959487,61.027,62
robot,r2plus1d_18,vaccel-remote-sol,cpu_target-gpu,5.517419,0.737817,67.016129,9.972109,75.177419,5.122764,61.032,62
robot,r2plus1d_18,vaccel-remote-torch,cpu_target-cpu,4.007258,0.764195,36.453226,8.304599,71.306452,6.210264,61.031,62
robot,r2plus1d_18,vaccel-remote-torch,cpu_target-gpu,5.636290,0.753401,67.338710,9.742133,76.564516,5.338905,61.043,62
robot,r3d_18,vaccel-remote-ptc,cpu_target-cpu,4.015645,0.714533,37.522581,7.818700,70.080645,6.144230,61.018,62
robot,r3d_18,vaccel-remote-ptc,cpu_target-gpu,5.653548,0.763226,68.433871,10.306777,74.967742,5.471238,61.033,62
robot,r3d_18,vaccel-remote-sol,cpu_target-cpu,4.393387,0.574389,49.741935,7.273761,72.129032,5.446170,61.020,62
robot,r3d_18,vaccel-remote-sol,cpu_target-gpu,5.547581,0.734548,67.154839,9.675704,77.080645,5.611907,61.032,62
robot,r3d_18,vaccel-remote-torch,cpu_target-cpu,4.515323,0.611228,41.893548,6.055519,72.274194,6.091161,61.022,62
robot,r3d_18,vaccel-remote-torch,cpu_target-gpu,5.560645,1.100306,66.122581,15.326126,75.000000,5.453617,61.034,62
robot,resnet50,vaccel-remote-ptc,cpu_target-cpu,1.996452,0.220565,42.050000,8.799812,63.403226,1.361447,61.017,62
robot,resnet50,vaccel-remote-ptc,cpu_target-gpu,1.963065,0.382051,38.958065,10.073977,60.467742,1.738722,61.027,62
robot,resnet50,vaccel-remote-sol,cpu_target-cpu,1.937419,0.172850,40.975806,5.643743,62.258065,1.512693,61.024,62
robot,resnet50,vaccel-remote-sol,cpu_target-gpu,2.018548,0.164678,40.661290,5.644676,64.080645,1.417613,61.019,62
robot,resnet50,vaccel-remote-torch,cpu_target-cpu,1.955968,0.146634,41.469355,5.757788,64.048387,1.463837,61.027,62
robot,resnet50,vaccel-remote-torch,cpu_target-gpu,2.059516,0.166321,41.050000,5.949376,63.516129,1.352917,61.016,62
robot,swin3d_b,vaccel-remote-sol,cpu_target-cpu,4.402419,0.601875,49.566129,7.510121,70.145161,4.387838,61.018,62
robot,swin3d_b,vaccel-remote-sol,cpu_target-gpu,5.532419,0.733062,67.391935,9.975572,76.096774,5.494013,61.027,62
robot,swin3d_b,vaccel-remote-torch,cpu_target-cpu,3.053226,0.428677,26.687097,4.871063,66.870968,5.125785,61.024,62
robot,swin3d_b,vaccel-remote-torch,cpu_target-gpu,4.992258,0.965512,60.925806,13.972795,72.112903,3.818904,61.033,62
robot,swin3d_s,vaccel-remote-ptc,cpu_target-gpu,4.936129,0.663836,61.162903,9.458112,69.870968,4.870861,61.037,62
robot,swin3d_s,vaccel-remote-sol,cpu_target-cpu,4.240323,0.750778,48.329032,10.833273,69.225806,3.799063,61.016,62
robot,swin3d_s,vaccel-remote-sol,cpu_target-gpu,5.599194,0.770915,66.625806,10.107310,74.661290,4.547043,61.035,62
robot,swin3d_s,vaccel-remote-torch,cpu_target-cpu,3.750645,0.528030,32.896774,4.925902,68.677419,5.438139,61.026,62
robot,swin3d_s,vaccel-remote-torch,cpu_target-gpu,5.165484,0.697289,62.990323,9.468926,71.790323,4.697759,61.033,62
robot,swin3d_t,vaccel-remote-sol,cpu_target-cpu,4.411613,0.618592,49.874194,7.418111,70.241935,5.661658,61.017,62
robot,swin3d_t,vaccel-remote-sol,cpu_target-gpu,5.415484,1.003664,64.945161,13.886681,74.983871,5.936470,61.035,62
robot,swin_s,vaccel-remote-ptc,cpu_target-cpu,1.817581,0.110886,35.867742,4.571714,64.209677,1.109157,61.014,62
robot,swin_s,vaccel-remote-ptc,cpu_target-gpu,2.087097,0.377528,41.772581,10.710323,64.306452,1.561520,61.024,62
robot,swin_s,vaccel-remote-sol,cpu_target-cpu,1.951290,0.141689,40.727419,5.562929,64.354839,1.271230,61.024,62
robot,swin_s,vaccel-remote-sol,cpu_target-gpu,2.050323,0.162986,40.572581,5.653294,65.483871,1.240993,61.020,62
robot,swin_s,vaccel-remote-torch,cpu_target-cpu,1.896452,0.192019,39.764516,8.383453,65.241935,1.510025,61.017,62
robot,swin_s,vaccel-remote-torch,cpu_target-gpu,2.013387,0.258581,40.761290,9.126147,65.725806,1.608138,61.020,62
robot,swin_t,vaccel-remote-ptc,cpu_target-cpu,2.040161,0.191172,43.630645,5.876733,64.645161,1.206124,61.025,62
robot,swin_t,vaccel-remote-ptc,cpu_target-gpu,2.060000,0.200507,41.009677,6.131745,62.693548,1.642075,61.012,62
robot,swin_t,vaccel-remote-sol,cpu_target-cpu,1.918548,0.239696,39.635484,9.405731,63.354839,1.415317,61.017,62
robot,swin_t,vaccel-remote-sol,cpu_target-gpu,2.046452,0.188081,40.369355,5.660833,64.967742,1.269592,61.024,62
robot,swin_t,vaccel-remote-torch,cpu_target-cpu,1.983065,0.146206,41.458065,5.780014,64.725806,1.309634,61.018,62
robot,swin_t,vaccel-remote-torch,cpu_target-gpu,2.001290,0.155972,40.879032,5.729976,65.403226,1.430764,61.019,62
robot,swin_v2_b,vaccel-remote-ptc,cpu_target-gpu,1.999355,0.152579,40.519355,5.786270,64.854839,1.317950,61.026,62
robot,swin_v2_b,vaccel-remote-sol,cpu_target-cpu,1.927419,0.206077,39.401613,8.211724,64.516129,1.240993,61.022,62
robot,swin_v2_b,vaccel-remote-sol,cpu_target-gpu,2.044194,0.173154,40.459677,5.762293,65.741935,1.331207,61.025,62
robot,swin_v2_b,vaccel-remote-torch,cpu_target-cpu,1.835000,0.140181,26.790323,3.971784,64.677419,1.132713,61.019,62
robot,swin_v2_b,vaccel-remote-torch,cpu_target-gpu,1.994355,0.160961,41.183871,6.041208,65.741935,1.091544,61.024,62
